class id,filepaths,label,scientific name,Big Garden Bird Watch '22 Rank,BoCC5 Status,Source
0,withBackground/House_Sparrow/(57)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.natuurlijkmooi.net/images/passdome3.jpg
0,withBackground/House_Sparrow/(58)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.iucngisd.org/gisd/image/ecology/IMG_1426a2t.jpg
0,withBackground/House_Sparrow/(59)jpg,House_Sparrow,Passer domesticus,1,Red,https://rixpix.se/wp-content/gallery/sparrows-aug-26/DSC4897.jpg
0,withBackground/House_Sparrow/(60)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.natuurlijkmooi.net/images/passdome2.jpg
0,withBackground/House_Sparrow/(61)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.naturephoto-cz.com/photos/birds/passer-domesticus-3726.jpg
0,withBackground/House_Sparrow/(62)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.exworld.fr/WordPress/wp-content/images/septembre-2020/Passer-domesticus-4.jpg
0,withBackground/House_Sparrow/(63)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.avesphoto.se/Fotosida/Bild6/Test_0367.jpg
0,withBackground/House_Sparrow/(64)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.exworld.fr/WordPress/wp-content/images/yonne-2016/Passer-domesticus-1.jpg
0,withBackground/House_Sparrow/(65)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/49989446901_501e8a9830.jpg
0,withBackground/House_Sparrow/(66)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.hlasek.com/foto/passer_domesticus_aj9708.jpg
0,withBackground/House_Sparrow/(67)jpg,House_Sparrow,Passer domesticus,1,Red,https://img2.juzaphoto.com/001/shared_files/uploads_hr/1175930_large81079.jpg
0,withBackground/House_Sparrow/(68)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.schoepfung.eu/fileadmin/naturfotos/5/luft/passer_domesticus.jpg
0,withBackground/House_Sparrow/(69)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.naturephoto-cz.com/fullsize/birds/house-sparrow-224559.jpg
0,withBackground/House_Sparrow/(70)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/8534/8707604066_d3d0fe7ab7_b.jpg
0,withBackground/House_Sparrow/(71)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.hlasek.com/foto/passer_domesticus_11416.jpg
0,withBackground/House_Sparrow/(72)jpg,House_Sparrow,Passer domesticus,1,Red,http://gallery.new-ecopsychology.org/photo/birds/House_Sparrow_(passer_domesticus)-5.jpg
0,withBackground/House_Sparrow/(73)jpg,House_Sparrow,Passer domesticus,1,Red,http://birds.nature4stock.com/wp-content/uploads/2009/02/passer-domesticus-img_1996.jpg
0,withBackground/House_Sparrow/(74)jpg,House_Sparrow,Passer domesticus,1,Red,https://images.unsplash.com/photo-1565375709392-77a17050790a?ixlib=rb-1.2.1&amp;q=80&amp;fm=jpg&amp;crop=entropy&amp;cs=tinysrgb&amp;w=1080&amp;fit=max&amp;ixid=eyJhcHBfaWQiOjEzNzYzNn0?utm_source=dictionnaire&amp;utm_medium=referral
0,withBackground/House_Sparrow/(75)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/2333/2141063711_d26297b386_b.jpg
0,withBackground/House_Sparrow/(76)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.vivelanaturaleza.com/wp-content/uploads/2020/06/gorrion-comun-passer-domesticus-3-1024x683.jpg
0,withBackground/House_Sparrow/(77)jpg,House_Sparrow,Passer domesticus,1,Red,https://img00.deviantart.net/57d1/i/2010/134/f/3/passer_domesticus_iv_by_nordfold.jpg
0,withBackground/House_Sparrow/(78)jpg,House_Sparrow,Passer domesticus,1,Red,https://avocet.integrativebiology.natsci.msu.edu/photos_data/686/original.jpg
0,withBackground/House_Sparrow/(79)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.naturephotos.dk/GalleriPics/215_110118082852.jpg
0,withBackground/House_Sparrow/(80)jpg,House_Sparrow,Passer domesticus,1,Red,https://avocet.integrativebiology.natsci.msu.edu/photos_data/684/original.jpg
0,withBackground/House_Sparrow/(81)jpg,House_Sparrow,Passer domesticus,1,Red,http://pernatidruzi.org.ua/pictures/horobec3.jpg
0,withBackground/House_Sparrow/(82)jpg,House_Sparrow,Passer domesticus,1,Red,https://amazon.clikpic.com/moorend/images/MN1374_700.jpg
0,withBackground/House_Sparrow/(83)jpg,House_Sparrow,Passer domesticus,1,Red,https://farm1.staticflickr.com/892/41188218941_81f2aacccb_o.jpg
0,withBackground/House_Sparrow/(84)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/5721/22595290691_a4dd9db8c5.jpg
0,withBackground/House_Sparrow/(85)jpg,House_Sparrow,Passer domesticus,1,Red,https://naturfotografen-forum.de/data/o/38/191809/image.jpg
0,withBackground/House_Sparrow/(86)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.tf79.ch/nature/photos/passer-domesticus004.jpg
0,withBackground/House_Sparrow/(87)jpg,House_Sparrow,Passer domesticus,1,Red,https://tierlexikon.info/wp-content/uploads/2021/04/Passer.png
0,withBackground/House_Sparrow/(88)jpg,House_Sparrow,Passer domesticus,1,Red,http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0110/0664.jpeg
0,withBackground/House_Sparrow/(89)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/49998642883_bd065ae606.jpg
0,withBackground/House_Sparrow/(90)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/2867/32772614214_9dcdf7064c.jpg
0,withBackground/House_Sparrow/(91)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/49791120388_6579e67d32.jpg
0,withBackground/House_Sparrow/(92)jpg,House_Sparrow,Passer domesticus,1,Red,http://gallery.new-ecopsychology.org/photo/birds/House_Sparrow_(passer_domesticus).jpg
0,withBackground/House_Sparrow/(93)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/50030695221_e6df8a7142.jpg
0,withBackground/House_Sparrow/(94)jpg,House_Sparrow,Passer domesticus,1,Red,https://2.bp.blogspot.com/-XkG_MGSNu3k/UFYtgKtwGTI/AAAAAAAAAGk/oqALVlEXaFs/s1600/House_Sparrow_(Passer_domesticus)-_Male_in_Kolkata_I_IMG_5904.jpg
0,withBackground/House_Sparrow/(95)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.viva.fct.unl.pt/sites/www.viva.fct.unl.pt/files/imagens/aves/passer_domesticus/p._domesticus_by_ze_manel2.jpg
0,withBackground/House_Sparrow/(96)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.natuurlijkmooi.net/images/passdome.jpg
0,withBackground/House_Sparrow/(97)jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/48998793721_15709efba0.jpg
0,withBackground/House_Sparrow/(98)jpg,House_Sparrow,Passer domesticus,1,Red,http://gallery.new-ecopsychology.org/photo/birds/House_Sparrow_(passer_domesticus)-11.jpg
0,withBackground/House_Sparrow/(99)jpg,House_Sparrow,Passer domesticus,1,Red,https://bubobirding.com/wp-content/uploads/2020/05/House-Sparrow_sparrow-958263.jpg
0,withBackground/House_Sparrow/(100)jpg,House_Sparrow,Passer domesticus,1,Red,http://upload.wikimedia.org/wikipedia/commons/5/52/House_Sparrow%2C_England_-_May_09.jpg
0,withBackground/House_Sparrow/(101)jpg,House_Sparrow,Passer domesticus,1,Red,https://lh6.googleusercontent.com/-JToBrwPg7Pw/TWwZRFLxUHI/AAAAAAAAOW8/xPADlMfzI2o/s1600/DSC03156.JPG
0,withBackground/House_Sparrow/(102)jpg,House_Sparrow,Passer domesticus,1,Red,"https://www.thespruce.com/thmb/c2gJp_P5kFTURcJelh9eeeuM3IA=/1500x1000/filters:fill(auto,1)/house-sparrow-5974a13bd963ac00103febf7.jpg"
0,withBackground/House_Sparrow/(103)jpg,House_Sparrow,Passer domesticus,1,Red,https://1.bp.blogspot.com/-G-_rex-8CMM/Xp1soxdwZqI/AAAAAAAAep8/th9jQaA2dTkQyNGKfENJFGrDJQrEN8JXwCLcBGAsYHQ/s1600/IMG_7306.jpg
0,withBackground/House_Sparrow/(104)jpg,House_Sparrow,Passer domesticus,1,Red,https://dl.allaboutbirds.org/hs-fs/hub/95627/file-293210249-jpg/Male_House_Sparrow1_Bette_Parette_MA_2012.jpg
0,withBackground/House_Sparrow/(105)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.nsbirdsociety.ca/NSCC-app/images/housesparrow2.jpg
0,withBackground/House_Sparrow/(106)jpg,House_Sparrow,Passer domesticus,1,Red,https://cdn.birdwatchingdaily.com/2019/01/house-sparrow-f1.jpg
0,withBackground/House_Sparrow/(107)jpg,House_Sparrow,Passer domesticus,1,Red,https://4.bp.blogspot.com/_Gks99HWZ6mE/TDNBLpLQYjI/AAAAAAAAAMs/lQNUsxn2Rjw/s1600/HouseSparrow9.jpg
0,withBackground/House_Sparrow/(108)jpg,House_Sparrow,Passer domesticus,1,Red,https://indianaaudubon.org/wp-content/uploads/2016/04/House_Sparrow_Central_Park_December_13_2014_1610_1.jpg
0,withBackground/House_Sparrow/(109)jpg,House_Sparrow,Passer domesticus,1,Red,http://1.bp.blogspot.com/-WgZUKoKpD9o/UWcetWSukAI/AAAAAAAAAYc/3--WSdO2zYc/s1600/House+Sparrow.jpg
0,withBackground/House_Sparrow/(110)jpg,House_Sparrow,Passer domesticus,1,Red,http://sandiegobirdspot.com/wp-content/gallery/house-sparrow/4F7A9834_2.jpg
0,withBackground/House_Sparrow/(111)jpg,House_Sparrow,Passer domesticus,1,Red,https://sandiegobirdspot.com/wp-content/gallery/house-sparrow/2011-04-22-02-06-10_0123_2.JPG
0,withBackground/House_Sparrow/(112)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.almanac.com/sites/default/files/image_nodes/House_Sparrow_calls2-by_peripitus-wikimedia_commons.jpg
0,withBackground/House_Sparrow/(113)jpg,House_Sparrow,Passer domesticus,1,Red,http://vignette4.wikia.nocookie.net/birds/images/0/0f/Male%2BHouse%2BSparrow-7822.jpg/revision/latest?cb=20080818124852
0,withBackground/House_Sparrow/(114)jpg,House_Sparrow,Passer domesticus,1,Red,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63742401/1800
0,withBackground/House_Sparrow/(115)jpg,House_Sparrow,Passer domesticus,1,Red,http://upload.wikimedia.org/wikipedia/commons/0/05/Female_House_Sparrow.jpg
0,withBackground/House_Sparrow/(116)jpg,House_Sparrow,Passer domesticus,1,Red,https://sandiegobirdspot.com/wp-content/gallery/house-sparrow/F7A1613.jpg
0,withBackground/House_Sparrow/(117)jpg,House_Sparrow,Passer domesticus,1,Red,https://1.bp.blogspot.com/-yaSWT2LLHr8/WddZXvpVnFI/AAAAAAACDZI/i85F5A5ZuHAK0nPTgaSRkFo4bRa6FCpeACLcBGAs/s640/House-sparrow_01.jpg
0,withBackground/House_Sparrow/(118)jpg,House_Sparrow,Passer domesticus,1,Red,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305877321/1800
0,withBackground/House_Sparrow/(119)jpg,House_Sparrow,Passer domesticus,1,Red,http://upload.wikimedia.org/wikipedia/commons/f/f5/House_Sparrow_mar08.jpg
0,withBackground/House_Sparrow/(120)jpg,House_Sparrow,Passer domesticus,1,Red,https://4.bp.blogspot.com/-Omyba27QeP4/Ta5A4ifdfuI/AAAAAAAADWc/1503tKMtq9w/s1600/house+sparrow+male+1.jpg
0,withBackground/House_Sparrow/(121)jpg,House_Sparrow,Passer domesticus,1,Red,https://3.bp.blogspot.com/-xEG_lWnnDSA/VS9CN7jZYvI/AAAAAAAAZHg/NvnhdnzcdTs/s1600/Housesparrowfemalemain.JPG
0,withBackground/House_Sparrow/(122)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.gardenbirdwatching.com/House-Sparrow_13380.jpg
0,withBackground/House_Sparrow/(123)jpg,House_Sparrow,Passer domesticus,1,Red,https://upload.wikimedia.org/wikipedia/commons/3/32/House_Sparrow04.jpg
0,withBackground/House_Sparrow/(124)jpg,House_Sparrow,Passer domesticus,1,Red,https://nas-national-prod.s3.amazonaws.com/styles/grid_gallery_lightbox/s3/apa_2013_28618_227069_alicecahill_House_Sparrow_kk_adult-male.jpg?itok=KdHJir-5
0,withBackground/House_Sparrow/(125)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.birdnote.org/sites/default/files/house-sparrow-display-tony-marfell-lg-web.jpg
0,withBackground/House_Sparrow/(126)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.scotlink.org/wp-content/uploads/2019/11/female-house-sparrow.jpg
0,withBackground/House_Sparrow/(127)jpg,House_Sparrow,Passer domesticus,1,Red,https://bubobirding.com/wp-content/uploads/2020/05/House-Sparrow_sparrow-958263-1240x555.jpg
0,withBackground/House_Sparrow/(128)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.jentel.com.au/images/Pests/Birds/Sparrow-1.jpg
0,withBackground/House_Sparrow/(129)jpg,House_Sparrow,Passer domesticus,1,Red,"https://res-3.cloudinary.com/ebirdr/image/upload/s--12W4vLKW--/f_auto,q_auto,t_full/3782-house-sparrow.jpg"
0,withBackground/House_Sparrow/(130)jpg,House_Sparrow,Passer domesticus,1,Red,https://cdn.birdwatchingdaily.com/2016/07/074.jpg
0,withBackground/House_Sparrow/(131)jpg,House_Sparrow,Passer domesticus,1,Red,http://upload.wikimedia.org/wikipedia/commons/9/9e/House_Sparrow_(M)_I_IMG_7881.jpg
0,withBackground/House_Sparrow/(132)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.tonykeenebirds.co.uk/abirds/housesparrow_files/House_Sparrow_2.jpg
0,withBackground/House_Sparrow/(133)jpg,House_Sparrow,Passer domesticus,1,Red,http://sandiegobirdspot.com/wp-content/gallery/house-sparrow/QL0A5663.jpg
0,withBackground/House_Sparrow/(134)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.birdsofoklahoma.net/images/Housesparrow01.jpg
0,withBackground/House_Sparrow/(135)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.birdnote.org/sites/default/files/House-Sparrow-800-Kelvin-Townsend-CC.jpg
0,withBackground/House_Sparrow/(136)jpg,House_Sparrow,Passer domesticus,1,Red,https://www.allaboutbirds.org/guide/assets/photo/305880301-480px.jpg
0,withBackground/House_Sparrow/(137)jpg,House_Sparrow,Passer domesticus,1,Red,http://upload.wikimedia.org/wikipedia/commons/0/00/House_Sparrow-Mindaugas_Urbonas-4.jpg
0,withBackground/House_Sparrow/(138)jpg,House_Sparrow,Passer domesticus,1,Red,http://www.publicdomainpictures.net/pictures/30000/velka/house-sparrow.jpg
0,withBackground/House_Sparrow/(139)jpg,House_Sparrow,Passer domesticus,1,Red,http://3.bp.blogspot.com/-KEWybPmo_yA/UGpd1s5A97I/AAAAAAAAAO4/zuAA0Y29zHU/s1600/House+Sparrow+(Male).JPG
0,withBackground/House_Sparrow/(140)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(141)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(142)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(143)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(144)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(145)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(146)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(147)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(148)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(149)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
0,withBackground/House_Sparrow/(150)jpg,House_Sparrow,Passer domesticus,1,Red,Camera trap
1,withBackground/Blue_Tit/(1)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2584551_l.jpg
1,withBackground/Blue_Tit/(2)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://www.tf79.ch/nature/photos/cyanistes-caeruleus006.jpg
1,withBackground/Blue_Tit/(3)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img.fotocommunity.com/cyanistes-caeruleus-994de33b-ee69-45df-84cf-518d65d50fea.jpg?height=1080
1,withBackground/Blue_Tit/(4)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img5.juzaphoto.com/001/shared_files/uploads/3423221_l.jpg
1,withBackground/Blue_Tit/(5)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2595440_l.jpg
1,withBackground/Blue_Tit/(6)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2544519_l.jpg
1,withBackground/Blue_Tit/(7)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://www.naturephoto-cz.com/fullsize/sevcik/blue-tit--84x__dst9409.jpg
1,withBackground/Blue_Tit/(8)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads_hr/2600695_large63348.jpg
1,withBackground/Blue_Tit/(9)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/001/shared_files/uploads/3025972_l.jpg
1,withBackground/Blue_Tit/(10)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/001/shared_files/uploads/3025982_l.jpg
1,withBackground/Blue_Tit/(11)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img5.juzaphoto.com/001/shared_files/uploads/3460303_l.jpg
1,withBackground/Blue_Tit/(12)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/001/shared_files/uploads/3025971_l.jpg
1,withBackground/Blue_Tit/(13)jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2222167.jpg
